Destino;Concepto turístico;Tipo de dato;Periodo;Total
02 Aragón;Gasto medio por persona;Valor absoluto;2019T4;140,87
02 Aragón;Gasto medio por persona;Valor absoluto;2019T3;223,39
02 Aragón;Gasto medio por persona;Valor absoluto;2019T2;154
02 Aragón;Gasto medio por persona;Valor absoluto;2019T1;144,64
02 Aragón;Gasto medio por persona;Valor absoluto;2018T4;145,69
02 Aragón;Gasto medio por persona;Valor absoluto;2018T3;178,21
02 Aragón;Gasto medio por persona;Valor absoluto;2018T2;140,95
02 Aragón;Gasto medio por persona;Valor absoluto;2018T1;126,45
02 Aragón;Gasto medio por persona;Valor absoluto;2017T4;124,92
02 Aragón;Gasto medio por persona;Valor absoluto;2017T3;173,25
02 Aragón;Gasto medio por persona;Valor absoluto;2017T2;121,55
02 Aragón;Gasto medio por persona;Valor absoluto;2017T1;120,32
02 Aragón;Gasto medio por persona;Valor absoluto;2016T4;130,64
02 Aragón;Gasto medio por persona;Valor absoluto;2016T3;163,23
02 Aragón;Gasto medio por persona;Valor absoluto;2016T2;116,94
02 Aragón;Gasto medio por persona;Valor absoluto;2016T1;131,32
02 Aragón;Gasto medio por persona;Valor absoluto;2015T4;127,02
02 Aragón;Gasto medio por persona;Valor absoluto;2015T3;155,07
02 Aragón;Gasto medio por persona;Valor absoluto;2015T2;110,44
02 Aragón;Gasto medio por persona;Valor absoluto;2015T1;134,06
03 Asturias, Principado de;Viajes;Valor absoluto;2025T3;1.520.184
03 Asturias, Principado de;Viajes;Valor absoluto;2025T2;985.227
03 Asturias, Principado de;Viajes;Valor absoluto;2025T1;686.451
03 Asturias, Principado de;Viajes;Valor absoluto;2024T4;913.113
03 Asturias, Principado de;Viajes;Valor absoluto;2024T3;1.633.481
03 Asturias, Principado de;Viajes;Valor absoluto;2024T2;1.038.484
03 Asturias, Principado de;Viajes;Valor absoluto;2024T1;838.562
03 Asturias, Principado de;Viajes;Valor absoluto;2023T4;1.000.043
03 Asturias, Principado de;Viajes;Valor absoluto;2023T3;1.833.747
03 Asturias, Principado de;Viajes;Valor absoluto;2023T2;1.114.193
03 Asturias, Principado de;Viajes;Valor absoluto;2023T1;810.814
03 Asturias, Principado de;Viajes;Valor absoluto;2022T4;837.734
03 Asturias, Principado de;Viajes;Valor absoluto;2022T3;1.579.287
03 Asturias, Principado de;Viajes;Valor absoluto;2022T2;960.123
03 Asturias, Principado de;Viajes;Valor absoluto;2022T1;675.431
03 Asturias, Principado de;Viajes;Valor absoluto;2021T4;802.351
03 Asturias, Principado de;Viajes;Valor absoluto;2021T3;1.457.673
03 Asturias, Principado de;Viajes;Valor absoluto;2021T2;581.887
03 Asturias, Principado de;Viajes;Valor absoluto;2021T1;314.664
03 Asturias, Principado de;Viajes;Valor absoluto;2020T4;426.577
03 Asturias, Principado de;Viajes;Valor absoluto;2020T3;1.435.352
03 Asturias, Principado de;Viajes;Valor absoluto;2020T2;263.082
03 Asturias, Principado de;Viajes;Valor absoluto;2020T1;616.181
03 Asturias, Principado de;Viajes;Valor absoluto;2019T4;779.868
03 Asturias, Principado de;Viajes;Valor absoluto;2019T3;1.759.956
03 Asturias, Principado de;Viajes;Valor absoluto;2019T2;1.341.253
03 Asturias, Principado de;Viajes;Valor absoluto;2019T1;963.458
03 Asturias, Principado de;Viajes;Valor absoluto;2018T4;913.692
03 Asturias, Principado de;Viajes;Valor absoluto;2018T3;1.755.465
03 Asturias, Principado de;Viajes;Valor absoluto;2018T2;1.250.890
03 Asturias, Principado de;Viajes;Valor absoluto;2018T1;939.097
03 Asturias, Principado de;Viajes;Valor absoluto;2017T4;933.993
03 Asturias, Principado de;Viajes;Valor absoluto;2017T3;1.750.883
03 Asturias, Principado de;Viajes;Valor absoluto;2017T2;1.209.072
03 Asturias, Principado de;Viajes;Valor absoluto;2017T1;919.403
03 Asturias, Principado de;Viajes;Valor absoluto;2016T4;797.481
03 Asturias, Principado de;Viajes;Valor absoluto;2016T3;1.587.825
03 Asturias, Principado de;Viajes;Valor absoluto;2016T2;890.404
03 Asturias, Principado de;Viajes;Valor absoluto;2016T1;889.362
03 Asturias, Principado de;Viajes;Valor absoluto;2015T4;1.149.798
03 Asturias, Principado de;Viajes;Valor absoluto;2015T3;1.784.994
03 Asturias, Principado de;Viajes;Valor absoluto;2015T2;1.106.119
03 Asturias, Principado de;Viajes;Valor absoluto;2015T1;707.595
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2025T3;6,88
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2025T2;3,36
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2025T1;3,78
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2024T4;3,08
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2024T3;6,06
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2024T2;3,1
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2024T1;2,95
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2023T4;3,23
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2023T3;6,83
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2023T2;3,27
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2023T1;2,97
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2022T4;2,92
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2022T3;6,33
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2022T2;3,65
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2022T1;3,09
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2021T4;3,07
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2021T3;6,79
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2021T2;3,3
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2021T1;2,97
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2020T4;4,63
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2020T3;6,36
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2020T2;2,92
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2020T1;3,14
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2019T4;3,08
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2019T3;5,8
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2019T2;2,57
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2019T1;2,45
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2018T4;3,49
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2018T3;4,72
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2018T2;2,55
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2018T1;2,32
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2017T4;3,05
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2017T3;5,93
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2017T2;2,97
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2017T1;2,49
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2016T4;3,16
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2016T3;5,59
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2016T2;2,48
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2016T1;3,07
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2015T4;3
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2015T3;5,58
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2015T2;3,04
03 Asturias, Principado de;Duración media de los viajes;Valor absoluto;2015T1;3,16
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2025T3;10.451.520
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2025T2;3.311.711
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2025T1;2.597.322
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2024T4;2.814.034
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2024T3;9.906.571
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2024T2;3.222.818
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2024T1;2.477.335
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2023T4;3.229.513
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2023T3;12.526.516
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2023T2;3.645.028
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2023T1;2.408.892
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2022T4;2.445.875
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2022T3;9.999.577
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2022T2;3.508.677
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2022T1;2.087.686
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2021T4;2.463.666
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2021T3;9.895.688
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2021T2;1.921.504
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2021T1;934.720
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2020T4;1.976.303
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2020T3;9.121.877
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2020T2;768.051
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2020T1;1.935.565
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2019T4;2.404.400
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2019T3;10.209.210
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2019T2;3.447.746
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2019T1;2.357.704
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2018T4;3.185.754
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2018T3;8.290.790
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2018T2;3.185.867
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2018T1;2.176.954
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2017T4;2.849.666
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2017T3;10.388.190
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2017T2;3.589.188
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2017T1;2.284.792
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2016T4;2.517.768
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2016T3;8.880.768
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2016T2;2.204.087
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2016T1;2.727.407
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2015T4;3.451.390
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2015T3;9.953.895
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2015T2;3.361.677
03 Asturias, Principado de;Pernoctaciones;Valor absoluto;2015T1;2.234.632
03 Asturias, Principado de;Gasto total;Valor absoluto;2025T3;593.980,31
03 Asturias, Principado de;Gasto total;Valor absoluto;2025T2;261.674,52
03 Asturias, Principado de;Gasto total;Valor absoluto;2025T1;155.165,01
03 Asturias, Principado de;Gasto total;Valor absoluto;2024T4;201.692,43
03 Asturias, Principado de;Gasto total;Valor absoluto;2024T3;623.914,80
03 Asturias, Principado de;Gasto total;Valor absoluto;2024T2;253.586,22
03 Asturias, Principado de;Gasto total;Valor absoluto;2024T1;168.013,19
03 Asturias, Principado de;Gasto total;Valor absoluto;2023T4;207.437,72
03 Asturias, Principado de;Gasto total;Valor absoluto;2023T3;680.653,25
03 Asturias, Principado de;Gasto total;Valor absoluto;2023T2;255.124,70
03 Asturias, Principado de;Gasto total;Valor absoluto;2023T1;146.181,26
03 Asturias, Principado de;Gasto total;Valor absoluto;2022T4;172.521,09
03 Asturias, Principado de;Gasto total;Valor absoluto;2022T3;557.757,79
03 Asturias, Principado de;Gasto total;Valor absoluto;2022T2;257.269,40
03 Asturias, Principado de;Gasto total;Valor absoluto;2022T1;111.384,73
03 Asturias, Principado de;Gasto total;Valor absoluto;2021T4;162.339,77
03 Asturias, Principado de;Gasto total;Valor absoluto;2021T3;477.300,57
03 Asturias, Principado de;Gasto total;Valor absoluto;2021T2;95.113,90
03 Asturias, Principado de;Gasto total;Valor absoluto;2021T1;36.731,61
03 Asturias, Principado de;Gasto total;Valor absoluto;2020T4;79.943,56
03 Asturias, Principado de;Gasto total;Valor absoluto;2020T3;384.475,42
03 Asturias, Principado de;Gasto total;Valor absoluto;2020T2;27.530,22
03 Asturias, Principado de;Gasto total;Valor absoluto;2020T1;85.903,63
03 Asturias, Principado de;Gasto total;Valor absoluto;2019T4;133.184,60
03 Asturias, Principado de;Gasto total;Valor absoluto;2019T3;484.501,48
03 Asturias, Principado de;Gasto total;Valor absoluto;2019T2;197.389,52
03 Asturias, Principado de;Gasto total;Valor absoluto;2019T1;107.653,05
03 Asturias, Principado de;Gasto total;Valor absoluto;2018T4;156.845,62
03 Asturias, Principado de;Gasto total;Valor absoluto;2018T3;400.188,84
03 Asturias, Principado de;Gasto total;Valor absoluto;2018T2;193.800,34
03 Asturias, Principado de;Gasto total;Valor absoluto;2018T1;106.572,41
03 Asturias, Principado de;Gasto total;Valor absoluto;2017T4;166.040,16
03 Asturias, Principado de;Gasto total;Valor absoluto;2017T3;442.712,40
03 Asturias, Principado de;Gasto total;Valor absoluto;2017T2;200.821,15
03 Asturias, Principado de;Gasto total;Valor absoluto;2017T1;108.802,44
03 Asturias, Principado de;Gasto total;Valor absoluto;2016T4;148.394,42
03 Asturias, Principado de;Gasto total;Valor absoluto;2016T3;370.556,91
03 Asturias, Principado de;Gasto total;Valor absoluto;2016T2;102.926,01
03 Asturias, Principado de;Gasto total;Valor absoluto;2016T1;122.457,81
03 Asturias, Principado de;Gasto total;Valor absoluto;2015T4;163.187,90
03 Asturias, Principado de;Gasto total;Valor absoluto;2015T3;391.753,51
03 Asturias, Principado de;Gasto total;Valor absoluto;2015T2;163.232,27
03 Asturias, Principado de;Gasto total;Valor absoluto;2015T1;92.308,03
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2025T3;390,73
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2025T2;265,6
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2025T1;226,04
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2024T4;220,88
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2024T3;381,95
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2024T2;244,19
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2024T1;200,36
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2023T4;207,43
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2023T3;371,18
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2023T2;228,98
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2023T1;180,29
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2022T4;205,94
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2022T3;353,17
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2022T2;267,95
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2022T1;164,91
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2021T4;202,33
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2021T3;327,44
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2021T2;163,46
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2021T1;116,73
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2020T4;187,41
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2020T3;267,86
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2020T2;104,65
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2020T1;139,41
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2019T4;170,78
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2019T3;275,29
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2019T2;147,17
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2019T1;111,74
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2018T4;171,66
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2018T3;227,97
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2018T2;154,93
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2018T1;113,48
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2017T4;177,77
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2017T3;252,85
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2017T2;166,1
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2017T1;118,34
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2016T4;186,08
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2016T3;233,37
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2016T2;115,59
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2016T1;137,69
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2015T4;141,93
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2015T3;219,47
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2015T2;147,57
03 Asturias, Principado de;Gasto medio por persona;Valor absoluto;2015T1;130,45
04 Balears, Illes;Viajes;Valor absoluto;2025T3;1.354.165
04 Balears, Illes;Viajes;Valor absoluto;2025T2;760.114
04 Balears, Illes;Viajes;Valor absoluto;2025T1;491.003
04 Balears, Illes;Viajes;Valor absoluto;2024T4;486.382
04 Balears, Illes;Viajes;Valor absoluto;2024T3;1.212.257
04 Balears, Illes;Viajes;Valor absoluto;2024T2;915.924
04 Balears, Illes;Viajes;Valor absoluto;2024T1;492.344
04 Balears, Illes;Viajes;Valor absoluto;2023T4;565.012
04 Balears, Illes;Viajes;Valor absoluto;2023T3;1.474.132
04 Balears, Illes;Viajes;Valor absoluto;2023T2;1.016.843
04 Balears, Illes;Viajes;Valor absoluto;2023T1;534.002
04 Balears, Illes;Viajes;Valor absoluto;2022T4;591.171
04 Balears, Illes;Viajes;Valor absoluto;2022T3;1.727.491
04 Balears, Illes;Viajes;Valor absoluto;2022T2;1.002.321
04 Balears, Illes;Viajes;Valor absoluto;2022T1;539.870
04 Balears, Illes;Viajes;Valor absoluto;2021T4;601.706
04 Balears, Illes;Viajes;Valor absoluto;2021T3;1.839.802
04 Balears, Illes;Viajes;Valor absoluto;2021T2;1.003.529
04 Balears, Illes;Viajes;Valor absoluto;2021T1;304.803
04 Balears, Illes;Viajes;Valor absoluto;2020T4;296.766
04 Balears, Illes;Viajes;Valor absoluto;2020T3;1.091.246
04 Balears, Illes;Viajes;Valor absoluto;2020T2;187.226
04 Balears, Illes;Viajes;Valor absoluto;2020T1;438.591
04 Balears, Illes;Viajes;Valor absoluto;2019T4;636.128
04 Balears, Illes;Viajes;Valor absoluto;2019T3;1.283.834
04 Balears, Illes;Viajes;Valor absoluto;2019T2;799.745
04 Balears, Illes;Viajes;Valor absoluto;2019T1;556.216
04 Balears, Illes;Viajes;Valor absoluto;2018T4;536.527
04 Balears, Illes;Viajes;Valor absoluto;2018T3;1.419.634
04 Balears, Illes;Viajes;Valor absoluto;2018T2;911.089
04 Balears, Illes;Viajes;Valor absoluto;2018T1;480.706
04 Balears, Illes;Viajes;Valor absoluto;2017T4;535.105
04 Balears, Illes;Viajes;Valor absoluto;2017T3;1.401.031
04 Balears, Illes;Viajes;Valor absoluto;2017T2;887.685
04 Balears, Illes;Viajes;Valor absoluto;2017T1;528.316
04 Balears, Illes;Viajes;Valor absoluto;2016T4;549.363
04 Balears, Illes;Viajes;Valor absoluto;2016T3;1.337.580
04 Balears, Illes;Viajes;Valor absoluto;2016T2;829.048
04 Balears, Illes;Viajes;Valor absoluto;2016T1;521.282
04 Balears, Illes;Viajes;Valor absoluto;2015T4;504.055
04 Balears, Illes;Viajes;Valor absoluto;2015T3;1.483.265
04 Balears, Illes;Viajes;Valor absoluto;2015T2;985.369
04 Balears, Illes;Viajes;Valor absoluto;2015T1;478.166
04 Balears, Illes;Duración media de los viajes;Valor absoluto;2025T3;6,09
04 Balears, Illes;Duración media de los viajes;Valor absoluto;2025T2;4,32
04 Balears, Illes;Duración media de los viajes;Valor absoluto;2025T1;3,58
04 Balears, Illes;Duración media de los viajes;Valor absoluto;2024T4;3,28
